Date,ProductCategory,ProductName,Revenue,CompetitionLevel,MarketingCampaign,CustomerID,Gender,Age,Location,AveragePurchaseAmount
28/03/2022,Haircare,Shampoo,27.12,Medium,None,46811,Female,44,Suburb,123.17
02/01/2021,Skincare,Serum,341.62,Medium,Low,46812,Male,39,City,135.52
05/08/2021,Haircare,Hair Oil,82.89,Low,High,46813,Female,54,City,71.44
10/11/2021,Accessories,Earrings,454.64,Medium,None,46814,Male,65,Rural,30.26
09/09/2022,Makeup,Foundation,197.72,Low,None,46815,Female,44,City,64.92
30/06/2022,Haircare,Styling Gel,320.82,Medium,High,46816,Female,38,City,22.34
03/04/2022,Accessories,Necklace,251.76,Low,None,46817,Male,58,Rural,23.59
30/07/2021,Haircare,Shampoo,629.05,Low,High,46818,Female,18,Suburb,51.26
06/05/2022,Accessories,Necklace,575.09,Medium,High,46819,Female,28,City,39.6
20/08/2021,Fragrances,Cologne,160.69,Low,None,46820,Female,39,City,84.37
06/07/2022,Skincare,Cleanser,554.33,Low,Medium,46821,Male,65,City,128.02
13/12/2021,Haircare,Shampoo,83.27,Low,Low,46822,Female,28,City,104.18
18/06/2021,Makeup,Foundation,443.92,High,Low,46823,Male,54,Suburb,87.86
18/07/2022,Makeup,Mascara,348.08,Medium,High,46824,Male,58,Suburb,106.27
06/03/2022,Haircare,Conditioner,389.71,High,None,46825,Male,57,City,125.74
12/02/2022,Fragrances,Perfume,213.87,Medium,None,46826,Male,62,Rural,44.09
03/02/2022,Accessories,Necklace,221.51,Low,High,46827,Female,27,Suburb,163.05
04/06/2022,Fragrances,Cologne,188.87,Low,None,46828,Male,27,Suburb,28.22
30/03/2021,Haircare,Styling Gel,277.21,Medium,High,46829,Female,20,Suburb,138.6
01/08/2021,Makeup,Mascara,95.24,Low,Low,46830,Male,29,Suburb,65.76
21/09/2022,Makeup,Lipstick,535.38,Low,None,46831,Male,55,Suburb,81.57
29/04/2022,Haircare,Conditioner,146.64,High,Low,46832,Female,53,Rural,146.67
22/11/2021,Makeup,Foundation,459.88,Low,Low,46833,Female,56,City,148.39
30/04/2022,Makeup,Mascara,200.78,Medium,Low,46834,Male,63,Rural,155.63
24/09/2022,Makeup,Eyeshadow,745.66,Low,Medium,46835,Female,64,City,69.66
20/01/2021,Fragrances,Perfume,136.41,Medium,None,46836,Male,27,Suburb,148.05
22/03/2022,Accessories,Necklace,346.76,Low,Medium,46837,Male,24,City,98.08
30/12/2022,Fragrances,Cologne,409.16,Low,Medium,46838,Male,45,Rural,35.95
31/12/2021,Skincare,Serum,290.89,Medium,None,46839,Male,36,City,154.01
19/04/2021,Makeup,Eyeshadow,359.24,Medium,None,46840,Male,57,Rural,115.79
13/08/2022,Accessories,Earrings,634.04,Medium,None,46841,Female,34,Suburb,75.71
19/07/2022,Makeup,Foundation,829.82,Medium,Low,46842,Male,54,Suburb,139.3
19/01/2021,Fragrances,Body Mist,319.77,Low,Low,46843,Female,31,Rural,91.47
24/12/2021,Makeup,Lipstick,379.04,Medium,None,46844,Female,64,Suburb,143.73
19/12/2021,Haircare,Shampoo,200.36,Medium,Low,46845,Female,26,City,112.13
08/08/2022,Haircare,Shampoo,266.86,Low,High,46846,Female,29,Rural,70.26
31/05/2021,Haircare,Conditioner,64.48,Medium,None,46847,Female,34,Suburb,75.25
27/01/2021,Accessories,Earrings,208.33,Medium,Low,46848,Male,53,City,178.47
27/03/2022,Fragrances,Cologne,613.57,Low,Medium,46849,Female,54,Suburb,149.13
04/07/2021,Makeup,Eyeshadow,61.39,High,Low,46850,Female,32,City,187.95
05/06/2021,Skincare,Cleanser,54.03,Medium,Low,46851,Female,34,City,22.73
18/08/2022,Fragrances,Perfume,597.52,Medium,Low,46852,Male,26,Rural,14.62
17/02/2022,Accessories,Necklace,242.91,Medium,None,46853,Female,21,Suburb,108.08
23/02/2022,Haircare,Styling Gel,642.45,Low,None,46854,Female,31,City,84.35
12/11/2021,Accessories,Bracelet,112.22,Medium,Medium,46855,Female,30,Suburb,45.15
16/02/2022,Makeup,Mascara,84.83,Low,High,46856,Male,45,Rural,199
21/01/2021,Makeup,Foundation,160.48,Medium,Low,46857,Male,61,Rural,150.77
04/01/2022,Haircare,Hair Oil,146.35,Medium,None,46858,Male,44,City,42.58
29/06/2021,Haircare,Styling Gel,138.44,Medium,Low,46859,Male,61,Rural,47.89
21/01/2022,Haircare,Shampoo,85.58,Low,High,46860,Female,63,Rural,169.83
12/07/2021,Skincare,Cleanser,204.45,Medium,Low,46861,Male,55,City,176.55
26/04/2021,Fragrances,Perfume,255.6,High,None,46862,Male,49,Rural,77.97
22/06/2022,Skincare,Sunscreen,118.98,Medium,Low,46863,Female,58,Rural,82.98
24/08/2021,Skincare,Cleanser,109.43,Low,Medium,46864,Female,56,Suburb,60.32
18/03/2021,Fragrances,Perfume,354.51,Medium,Low,46865,Female,56,Suburb,110.19
06/06/2022,Makeup,Eyeshadow,45.3,Medium,Medium,46866,Female,58,Suburb,159.53
09/05/2021,Skincare,Moisturizer,423.3,Low,None,46867,Female,51,Rural,170.53
25/06/2021,Makeup,Eyeshadow,461.49,Medium,High,46868,Female,30,City,80.8
20/06/2021,Skincare,Cleanser,49.01,Medium,None,46869,Male,37,City,135.37
12/04/2021,Accessories,Necklace,175.73,Low,Medium,46870,Male,23,Rural,83.83
12/03/2022,Skincare,Moisturizer,342.38,Medium,Medium,46871,Female,62,Rural,86.51
18/08/2021,Fragrances,Cologne,150.61,Medium,None,46872,Female,60,City,145.93
03/09/2022,Accessories,Necklace,459.53,Medium,Low,46873,Male,22,Rural,33.4
11/07/2022,Haircare,Shampoo,589.53,High,None,46874,Male,60,Suburb,97.23
17/03/2021,Haircare,Conditioner,95.11,Low,None,46875,Female,18,Rural,31.5
19/10/2022,Accessories,Handbag,230.09,Medium,Low,46876,Male,54,Suburb,30.01
17/08/2021,Accessories,Bracelet,127.56,Medium,Medium,46877,Male,60,Suburb,96.65
13/03/2021,Accessories,Necklace,276.73,Medium,Low,46878,Female,29,Suburb,48.06
20/04/2022,Accessories,Bracelet,439.45,High,None,46879,Female,57,City,194.86
23/12/2022,Haircare,Styling Gel,574.7,Low,None,46880,Male,30,City,179.51
29/03/2021,Haircare,Hair Oil,178.66,Low,None,46881,Female,30,City,82.63
07/04/2022,Makeup,Mascara,36.65,Medium,Medium,46882,Male,19,Rural,108.57
19/08/2022,Haircare,Styling Gel,64.61,Low,None,46883,Female,37,Rural,183.16
06/02/2022,Fragrances,Cologne,324.66,High,None,46884,Male,52,Suburb,53.33
17/09/2021,Accessories,Necklace,261.19,Low,Low,46885,Male,34,City,103.3
05/07/2022,Haircare,Styling Gel,20.67,High,Low,46886,Male,31,City,22.99
27/11/2021,Haircare,Styling Gel,74.69,Low,None,46887,Male,37,Suburb,86.72
02/05/2021,Haircare,Hair Oil,104.49,Low,Medium,46888,Male,47,City,117.99
13/06/2022,Makeup,Lipstick,210.82,Low,Low,46889,Male,36,Suburb,193.39
04/05/2021,Haircare,Shampoo,121.96,Medium,None,46890,Male,42,City,66.5
19/03/2022,Makeup,Lipstick,92.08,Low,Low,46891,Female,32,Rural,117.23
23/11/2022,Skincare,Moisturizer,164.56,Medium,High,46892,Female,37,City,111.75
03/05/2022,Fragrances,Perfume,202.1,Low,Low,46893,Female,25,Suburb,32.14
31/10/2022,Accessories,Bracelet,404.13,Low,Low,46894,Male,48,City,47.26
07/12/2022,Makeup,Eyeshadow,633.79,Medium,None,46895,Male,56,City,119.49
24/04/2021,Skincare,Serum,273.21,Medium,Low,46896,Male,42,City,162.62
03/02/2021,Accessories,Handbag,22.71,Medium,High,46897,Male,63,Suburb,168.53
09/01/2021,Accessories,Handbag,142.2,Low,High,46898,Female,40,Suburb,104.14
20/10/2021,Makeup,Lipstick,182.59,Low,Low,46899,Female,28,City,98.83
04/03/2021,Fragrances,Perfume,120.53,Low,None,46900,Female,57,Rural,149.47
21/11/2022,Fragrances,Body Mist,133.59,Low,None,46901,Male,49,Suburb,157.79
03/10/2021,Haircare,Shampoo,393.08,High,Low,46902,Male,50,City,15.05
20/04/2021,Haircare,Styling Gel,25.41,High,None,46903,Male,47,Rural,157.17
04/08/2021,Accessories,Bracelet,84.85,High,Low,46904,Female,56,Rural,91.03
01/03/2022,Skincare,Sunscreen,153.54,Medium,Medium,46905,Male,20,Suburb,61.75
15/03/2022,Makeup,Foundation,105.57,Low,None,46906,Female,35,City,141.64
14/03/2022,Skincare,Serum,204.17,Low,Low,46907,Male,42,Suburb,172.94
28/10/2021,Haircare,Conditioner,423.42,Medium,Medium,46908,Female,26,City,187.67
11/03/2021,Haircare,Hair Oil,126.97,Medium,Medium,46909,Male,34,Suburb,148.7
24/04/2022,Makeup,Foundation,189.15,Medium,Medium,46910,Female,25,City,175.87
08/11/2021,Accessories,Necklace,86.35,Medium,None,46911,Female,23,City,84.91
21/03/2021,Haircare,Hair Oil,406.17,Low,None,46912,Male,23,Suburb,46.02
10/08/2021,Fragrances,Perfume,188.26,Low,High,46913,Male,52,Suburb,62.97
17/11/2021,Skincare,Serum,442.47,Medium,None,46914,Male,62,Suburb,88.43
04/11/2021,Haircare,Hair Oil,48.75,Low,None,46915,Male,36,City,126.1
03/03/2021,Haircare,Hair Oil,135.28,Medium,None,46916,Male,43,City,40.11
31/07/2021,Accessories,Necklace,37.76,Low,None,46917,Male,32,City,115.61
02/06/2021,Skincare,Cleanser,260.72,Medium,High,46918,Male,40,Rural,78.8
21/05/2021,Haircare,Conditioner,213.87,High,None,46919,Female,44,Suburb,171.63
10/07/2021,Makeup,Lipstick,165.12,Medium,Low,46920,Male,44,Rural,180.12
09/10/2021,Makeup,Foundation,300.24,Medium,Medium,46921,Female,19,City,12.37
08/09/2021,Accessories,Earrings,111.79,Low,Medium,46922,Male,36,City,178.61
27/01/2022,Makeup,Foundation,26.61,Low,None,46923,Male,23,Rural,199.64
28/01/2021,Skincare,Sunscreen,101.45,Medium,High,46924,Female,49,City,96.51
28/09/2021,Haircare,Shampoo,38.63,Medium,Low,46925,Female,38,Suburb,86.18
08/08/2021,Fragrances,Perfume,471.66,Low,High,46926,Male,22,City,160.19
01/11/2021,Accessories,Earrings,171.45,Medium,Medium,46927,Female,62,Suburb,19.65
16/10/2021,Haircare,Shampoo,292.62,High,None,46928,Male,60,City,139.51
24/05/2021,Skincare,Cleanser,35.1,Medium,None,46929,Male,63,City,31.79
22/08/2022,Accessories,Earrings,107.89,Medium,None,46930,Male,29,City,160.6
26/03/2022,Fragrances,Perfume,53.63,Medium,Low,46931,Female,27,Rural,198.98
19/07/2021,Fragrances,Perfume,494.03,Medium,None,46932,Female,29,Rural,87.05
05/09/2021,Accessories,Earrings,121.83,Low,Medium,46933,Male,22,City,89.6
01/07/2022,Accessories,Earrings,334.99,Medium,None,46934,Male,53,Suburb,47.91
05/04/2021,Skincare,Serum,144.27,Medium,None,46935,Male,57,Rural,116.43
10/08/2022,Accessories,Earrings,410.23,Medium,Low,46936,Male,27,Suburb,84.1
22/03/2021,Fragrances,Body Mist,339.73,Low,Low,46937,Female,43,City,25.85
01/04/2021,Makeup,Lipstick,170.01,Low,Low,46938,Female,59,City,44.28
27/02/2022,Skincare,Serum,300.95,Low,Low,46939,Male,50,Suburb,62.89
08/02/2022,Haircare,Styling Gel,30.76,High,None,46940,Male,41,Rural,147.99
14/04/2022,Fragrances,Body Mist,435.08,High,Low,46941,Male,41,Suburb,125.22
27/12/2022,Haircare,Styling Gel,193.28,Medium,Low,46942,Female,57,Rural,148.42
29/05/2021,Accessories,Necklace,177.28,High,None,46943,Male,34,Suburb,150.84
26/09/2022,Skincare,Cleanser,182.42,Medium,None,46944,Female,57,City,194.56
26/04/2022,Haircare,Styling Gel,367.87,Medium,Low,46945,Male,33,Suburb,167.07
21/08/2022,Fragrances,Body Mist,466.72,Medium,Low,46946,Female,49,Suburb,105.99
06/10/2022,Haircare,Conditioner,315.28,Low,Low,46947,Male,37,Rural,34.34
10/09/2022,Haircare,Styling Gel,226.41,Medium,Low,46948,Female,28,Suburb,44.78
18/04/2022,Skincare,Moisturizer,191.8,Low,None,46949,Male,23,Suburb,61.29
26/05/2022,Accessories,Earrings,365.84,High,None,46950,Female,25,City,23.09
05/06/2022,Haircare,Hair Oil,419.74,Low,None,46951,Female,47,Rural,189.55
12/08/2022,Makeup,Lipstick,18.77,Low,Low,46952,Male,22,Suburb,31.12
03/06/2021,Fragrances,Perfume,186.27,High,Low,46953,Male,51,City,61.33
16/08/2022,Makeup,Mascara,77.45,Medium,None,46954,Female,48,Rural,27.74
03/07/2021,Skincare,Sunscreen,350.37,Low,None,46955,Female,46,Suburb,35.34
15/01/2022,Fragrances,Cologne,130.3,Low,Low,46956,Male,28,City,117.82
11/04/2021,Accessories,Earrings,235.4,Low,Low,46957,Female,22,Rural,161.69
10/01/2021,Accessories,Bracelet,268.1,Low,High,46958,Female,19,Rural,114.22
22/12/2021,Haircare,Shampoo,74.92,Low,Low,46959,Female,62,City,180.65
25/10/2021,Accessories,Bracelet,538.95,Low,Low,46960,Female,35,City,98.06
07/11/2022,Fragrances,Perfume,47.38,Low,Low,46961,Female,46,Suburb,60.6
21/02/2021,Haircare,Styling Gel,107.89,Medium,Low,46962,Male,19,Suburb,177.48
06/01/2021,Accessories,Necklace,63.74,Medium,Medium,46963,Male,32,Rural,45.39
27/08/2021,Haircare,Styling Gel,56.79,Medium,None,46964,Male,22,Rural,76.32
23/02/2021,Haircare,Styling Gel,56.56,Low,High,46965,Male,44,Suburb,175.8
10/06/2022,Accessories,Handbag,137.27,Medium,Low,46966,Female,64,Suburb,133.92
02/04/2021,Accessories,Necklace,197.88,Medium,Medium,46967,Female,25,Rural,146.29
31/03/2022,Haircare,Styling Gel,151.9,Medium,None,46968,Female,59,City,99.57
02/10/2022,Accessories,Necklace,470.3,Medium,Low,46969,Female,38,Suburb,149.52
29/08/2021,Haircare,Shampoo,177.03,Low,Low,46970,Female,54,Rural,193.19
17/05/2021,Fragrances,Perfume,32.8,Medium,Low,46971,Male,60,Rural,72.73
30/06/2021,Fragrances,Body Mist,133.35,Medium,Low,46972,Male,48,City,88.89
26/11/2022,Accessories,Bracelet,152.15,Medium,Low,46973,Female,35,City,190.36
30/11/2022,Haircare,Conditioner,128.09,Medium,Low,46974,Female,30,City,68.74
01/01/2021,Skincare,Moisturizer,175.47,Medium,Low,46975,Female,48,Rural,36.09
17/02/2021,Makeup,Foundation,462.15,Medium,None,46976,Male,23,Suburb,24.2
18/11/2022,Fragrances,Body Mist,246.7,Medium,Medium,46977,Female,56,Suburb,166.72
20/05/2021,Haircare,Shampoo,176.64,High,Low,46978,Male,53,City,73.61
20/06/2022,Fragrances,Body Mist,522,Medium,High,46979,Male,30,Suburb,82.54
07/08/2022,Makeup,Foundation,104.34,Medium,None,46980,Female,29,Suburb,183.28
12/12/2021,Skincare,Serum,557.43,Low,Low,46981,Female,55,Rural,189.91
17/10/2021,Skincare,Sunscreen,112.62,High,Low,46982,Male,25,Rural,77.95
15/06/2022,Fragrances,Body Mist,418.54,Medium,Low,46983,Male,55,City,169.66
02/12/2022,Fragrances,Cologne,52.34,Medium,Medium,46984,Male,56,Rural,46.57
19/03/2021,Fragrances,Body Mist,222.39,Medium,Low,46985,Female,24,City,35.53
03/06/2022,Makeup,Foundation,80.2,Medium,Low,46986,Female,51,City,66.26
30/10/2021,Accessories,Handbag,27.79,Medium,Low,46987,Male,28,City,21.31
23/03/2021,Skincare,Moisturizer,493.6,Medium,High,46988,Female,47,City,28.39
06/01/2022,Haircare,Hair Oil,139.6,Medium,None,46989,Female,38,Suburb,148.78
02/12/2021,Accessories,Handbag,448.75,Medium,Low,46990,Female,48,Suburb,86.66
25/12/2022,Makeup,Mascara,393.61,Low,Medium,46991,Male,61,Rural,153.1
14/01/2022,Makeup,Foundation,289.52,Low,High,46992,Female,33,City,187.63
19/12/2022,Makeup,Foundation,144.55,Low,Medium,46993,Male,59,Rural,166.86
13/10/2021,Fragrances,Body Mist,232.8,Low,High,46994,Male,39,Suburb,71.8
29/12/2022,Makeup,Foundation,417.19,Medium,Low,46995,Male,33,Rural,74.66
19/06/2022,Makeup,Mascara,693.74,Medium,None,46996,Female,45,City,31.21
24/01/2022,Skincare,Moisturizer,64.25,Medium,Low,46997,Male,34,Suburb,176.21
23/08/2022,Makeup,Lipstick,413.02,Medium,None,46998,Male,48,City,38.96
13/01/2022,Fragrances,Perfume,56.91,Medium,None,46999,Male,27,Suburb,117.73
31/10/2021,Makeup,Mascara,125.62,Low,Low,47000,Female,44,Suburb,174.46
14/02/2022,Fragrances,Perfume,61.04,Low,Low,47001,Female,56,Rural,14.57
25/04/2021,Haircare,Conditioner,231.98,Low,High,47002,Male,47,Suburb,180.67
20/03/2022,Accessories,Necklace,584.5,Medium,None,47003,Male,44,City,89.25
01/10/2022,Fragrances,Body Mist,217.06,Low,High,47004,Female,62,Rural,129.95
23/08/2021,Fragrances,Body Mist,116.3,Low,Medium,47005,Female,30,City,114.05
13/02/2022,Skincare,Sunscreen,300.44,Medium,Medium,47006,Male,30,Suburb,82.48
01/05/2021,Makeup,Lipstick,509.04,Low,Low,47007,Female,24,Suburb,174.86
12/11/2022,Haircare,Conditioner,171.49,Medium,Low,47008,Male,19,Rural,168.53
10/12/2022,Fragrances,Body Mist,152.88,Medium,Low,47009,Female,48,Rural,193.6
24/07/2022,Fragrances,Perfume,226.01,Medium,Low,47010,Female,54,Suburb,32.05
15/10/2022,Haircare,Shampoo,676.29,Medium,Low,47011,Male,41,Suburb,111.14
02/05/2022,Makeup,Eyeshadow,373.34,High,Low,47012,Female,37,Rural,52.06
23/05/2021,Makeup,Foundation,510.26,Low,Low,47013,Female,62,Rural,140.75
14/11/2022,Fragrances,Perfume,39.45,Low,Low,47014,Male,52,Suburb,86.43
05/08/2022,Makeup,Eyeshadow,84.46,Medium,Low,47015,Male,47,Rural,135.17
08/06/2022,Fragrances,Body Mist,50.43,Medium,None,47016,Male,46,City,170.73
07/10/2021,Skincare,Moisturizer,203.79,Medium,High,47017,Female,42,City,143.23
14/11/2021,Haircare,Styling Gel,124.94,Medium,None,47018,Male,43,Rural,30.13
04/12/2022,Makeup,Mascara,55.97,Low,Medium,47019,Female,37,City,37.05
27/05/2022,Haircare,Styling Gel,199.15,Medium,High,47020,Male,44,Suburb,12.03
17/06/2022,Skincare,Sunscreen,256.3,Low,None,47021,Female,51,Rural,128.29
08/03/2022,Skincare,Serum,125.16,Medium,Low,47022,Male,20,City,67.39
09/05/2022,Makeup,Lipstick,106.31,Low,Medium,47023,Female,25,City,184.81
06/04/2022,Accessories,Earrings,247.63,Low,Low,47024,Female,23,City,189.23
31/08/2022,Haircare,Shampoo,97.31,Medium,None,47025,Male,40,Suburb,188.92
11/11/2021,Accessories,Earrings,166.5,Low,High,47026,Male,31,Rural,95.96
31/12/2022,Haircare,Styling Gel,30.22,Low,None,47027,Female,61,Rural,44.18
22/01/2022,Makeup,Foundation,47.8,Medium,Low,47028,Male,42,Rural,35.85
15/07/2021,Fragrances,Perfume,20.66,Low,None,47029,Female,21,City,94.54
21/03/2022,Haircare,Conditioner,376.58,Low,None,47030,Female,46,City,79.34
05/01/2022,Fragrances,Body Mist,187.25,High,Low,47031,Male,57,Suburb,164.04
07/07/2022,Skincare,Sunscreen,499.51,Medium,None,47032,Female,44,City,170.34
03/01/2022,Fragrances,Cologne,325,High,Low,47033,Female,18,Suburb,90.11
28/07/2021,Skincare,Cleanser,496.39,High,None,47034,Female,22,Rural,38.45
16/04/2021,Haircare,Styling Gel,571.06,High,Low,47035,Female,55,City,135.65
18/02/2022,Fragrances,Cologne,17.98,Medium,None,47036,Male,63,City,181.65
14/04/2021,Skincare,Sunscreen,164.1,Low,None,47037,Male,43,Suburb,22.18
07/10/2022,Accessories,Necklace,312.58,Medium,Medium,47038,Female,56,City,102.46
16/02/2021,Makeup,Mascara,140.36,Medium,None,47039,Female,42,Suburb,108.04
17/01/2022,Fragrances,Perfume,223.44,High,None,47040,Female,20,Rural,138.48
25/05/2021,Makeup,Lipstick,266.33,Medium,None,47041,Male,40,Rural,129.38
27/05/2021,Skincare,Moisturizer,270.47,Medium,None,47042,Male,47,Rural,158.25
01/09/2021,Makeup,Lipstick,463.75,Low,Low,47043,Female,39,City,171.31
21/09/2021,Accessories,Bracelet,178.43,Medium,Medium,47044,Female,36,Suburb,87.5
17/01/2021,Accessories,Necklace,378.12,Medium,Low,47045,Male,44,Rural,136.22
03/08/2022,Makeup,Mascara,58.64,Medium,High,47046,Female,63,Rural,139.18
24/01/2021,Makeup,Eyeshadow,61.27,Medium,None,47047,Female,64,Rural,125
26/10/2022,Accessories,Necklace,66.42,Medium,High,47048,Male,43,City,64.57
03/01/2021,Accessories,Necklace,52.97,Medium,Low,47049,Male,54,City,85.8
30/12/2021,Accessories,Handbag,27.25,Medium,Low,47050,Male,46,Suburb,73.93
20/10/2022,Makeup,Foundation,224.22,Low,Low,47051,Male,40,Suburb,162.29
15/07/2022,Accessories,Bracelet,137.12,Medium,High,47052,Male,35,Suburb,91.61
23/05/2022,Fragrances,Cologne,159.5,Medium,None,47053,Female,49,Rural,110.53
30/08/2022,Haircare,Styling Gel,82.93,Medium,None,47054,Female,44,City,177.42
25/05/2022,Skincare,Serum,223.44,High,None,47055,Male,37,City,78.82
17/08/2022,Accessories,Bracelet,510.5,Low,Low,47056,Female,40,Suburb,192.35
16/06/2022,Haircare,Conditioner,38.26,Low,None,47057,Female,49,Rural,194.54
29/03/2022,Skincare,Moisturizer,289.72,High,None,47058,Female,22,City,19.12
11/03/2022,Haircare,Styling Gel,389.37,Medium,Low,47059,Female,62,Rural,59.3
16/07/2021,Accessories,Bracelet,179.99,Medium,High,47060,Male,53,City,17.24
13/07/2021,Makeup,Lipstick,118.83,Medium,Medium,47061,Male,65,City,112.88
23/01/2021,Skincare,Moisturizer,68.86,Medium,None,47062,Female,30,Suburb,29.99
04/09/2021,Haircare,Conditioner,116.62,Medium,None,47063,Male,48,City,125.08
21/11/2021,Haircare,Conditioner,119.61,High,Low,47064,Female,30,Suburb,101.67
24/02/2021,Accessories,Bracelet,53.04,High,None,47065,Male,36,Suburb,174.72
24/12/2022,Makeup,Lipstick,109.75,Low,None,47066,Male,27,Suburb,105.83
08/12/2021,Fragrances,Perfume,123.28,Low,None,47067,Female,21,Rural,71.59
06/11/2021,Fragrances,Cologne,602.84,High,None,47068,Male,47,City,183.43
03/03/2022,Fragrances,Body Mist,338.62,Low,High,47069,Male,27,Rural,71.87
11/05/2022,Makeup,Mascara,44.01,Medium,None,47070,Female,49,Suburb,137.89
06/11/2022,Haircare,Shampoo,322.25,Low,Low,47071,Male,63,Rural,103.63
26/09/2021,Accessories,Earrings,152.49,Low,Low,47072,Male,56,Rural,153.12
25/08/2022,Skincare,Sunscreen,157.37,Medium,Low,47073,Male,33,Rural,189.6
13/05/2021,Haircare,Styling Gel,463.49,Medium,High,47074,Male,43,Rural,187.62
09/01/2022,Haircare,Hair Oil,227.36,Medium,High,47075,Male,45,Rural,183.85
08/10/2021,Skincare,Sunscreen,158.67,Medium,Low,47076,Male,50,Rural,192.85
08/01/2022,Accessories,Necklace,166.64,Low,High,47077,Female,47,City,28.32
25/11/2022,Makeup,Foundation,152.92,Medium,None,47078,Male,64,Rural,150.18
18/03/2022,Skincare,Moisturizer,376.87,High,None,47079,Male,51,Suburb,79.83
18/01/2022,Accessories,Bracelet,123.83,High,None,47080,Female,50,Rural,106.11
18/12/2021,Makeup,Eyeshadow,51.4,Low,None,47081,Male,20,City,13.19
21/10/2022,Fragrances,Body Mist,54.8,Low,High,47082,Female,63,Rural,48.35
20/07/2021,Skincare,Cleanser,364.99,High,None,47083,Female,43,Rural,192.94
08/07/2022,Haircare,Shampoo,325.31,Low,None,47084,Male,53,Rural,180.21
17/04/2021,Fragrances,Perfume,120.52,Low,Medium,47085,Female,27,Suburb,127.52
16/01/2021,Skincare,Serum,50.97,Low,High,47086,Female,21,Suburb,81.56
05/05/2021,Skincare,Sunscreen,593.51,Low,None,47087,Male,45,City,64.5
30/09/2021,Makeup,Eyeshadow,128.72,Low,Medium,47088,Female,50,Suburb,31.11
21/07/2021,Skincare,Cleanser,298.04,Medium,None,47089,Male,24,City,198.8
09/12/2021,Accessories,Earrings,220.29,Low,Low,47090,Female,23,Rural,79.91
19/02/2021,Haircare,Conditioner,102.41,Low,None,47091,Female,35,Rural,59.09
24/03/2021,Haircare,Shampoo,132.56,Medium,Low,47092,Male,38,Suburb,175.1
11/12/2022,Accessories,Handbag,98.49,Medium,None,47093,Female,61,City,23.98
04/08/2022,Accessories,Handbag,181.36,Low,Low,47094,Female,22,Rural,51.14
03/11/2021,Skincare,Cleanser,476.05,Medium,Low,47095,Male,42,Suburb,21.64
10/06/2021,Skincare,Cleanser,86.46,Medium,None,47096,Female,65,City,155.2
15/12/2021,Haircare,Shampoo,248.32,Medium,None,47097,Female,65,City,151.38
25/07/2021,Skincare,Cleanser,469.21,Medium,None,47098,Female,22,City,167.7
27/04/2022,Haircare,Conditioner,80.96,Medium,Low,47099,Female,32,Rural,47.87
15/05/2021,Skincare,Sunscreen,659.04,Medium,Medium,47100,Female,55,Rural,167.61
08/07/2021,Skincare,Moisturizer,375.39,Medium,None,47101,Male,54,Suburb,28.45
23/12/2021,Fragrances,Perfume,110.21,Medium,Low,47102,Female,37,Rural,19.87
27/11/2022,Accessories,Bracelet,462.02,Medium,Low,47103,Female,45,City,186.43
02/10/2021,Makeup,Mascara,213.14,Medium,Low,47104,Female,37,City,114.05
14/07/2021,Makeup,Foundation,229.9,Medium,Low,47105,Male,59,City,194.21
01/02/2022,Accessories,Bracelet,358.21,Medium,None,47106,Male,52,Rural,40.62
11/09/2021,Accessories,Earrings,140.77,Medium,Low,47107,Male,44,City,151.28
08/11/2022,Accessories,Earrings,62.16,Low,None,47108,Female,43,Rural,73.59
22/01/2021,Skincare,Serum,135.58,Medium,Low,47109,Male,45,Rural,83.68
28/03/2021,Accessories,Necklace,505.32,Medium,None,47110,Male,59,City,33.24
17/09/2022,Makeup,Lipstick,436.87,Low,None,47111,Male,25,Rural,46.27
11/04/2022,Accessories,Handbag,57.25,Low,None,47112,Male,34,Suburb,115.97
11/05/2021,Skincare,Sunscreen,64.09,Medium,Low,47113,Male,48,City,54.25
23/04/2022,Makeup,Mascara,457.57,Low,None,47114,Male,49,Rural,40.61
26/02/2022,Fragrances,Cologne,362.6,Low,None,47115,Male,29,Rural,177.6
13/08/2021,Fragrances,Body Mist,233.53,Medium,None,47116,Male,59,Rural,124.12
26/01/2022,Makeup,Lipstick,59.99,Medium,Low,47117,Male,45,Suburb,133.98
15/04/2022,Haircare,Conditioner,51.43,Low,None,47118,Male,41,Rural,104.95
29/11/2021,Fragrances,Perfume,136.44,Low,High,47119,Female,42,City,29.45
11/08/2021,Haircare,Conditioner,300.92,Low,High,47120,Female,37,City,14.64
05/09/2022,Makeup,Lipstick,435.16,High,Low,47121,Male,60,Suburb,73.47
22/05/2022,Fragrances,Perfume,330.67,Medium,Low,47122,Female,43,Suburb,59.41
20/12/2022,Accessories,Necklace,165,Medium,High,47123,Female,61,City,102.79
25/03/2022,Skincare,Cleanser,207.87,Medium,Medium,47124,Male,45,Rural,144.69
16/03/2021,Accessories,Earrings,453.82,High,Low,47125,Female,35,City,134.36
25/07/2022,Makeup,Mascara,511.93,Low,High,47126,Male,62,Suburb,18.77
26/07/2022,Accessories,Necklace,68.04,Low,None,47127,Female,39,Rural,23.5
20/12/2021,Makeup,Mascara,45.07,Low,Low,47128,Female,39,City,83.54
02/02/2021,Accessories,Necklace,254.17,High,Low,47129,Female,46,Rural,102.19
02/03/2021,Accessories,Handbag,177.21,Low,Low,47130,Male,54,Suburb,190.2
